,creator,duration,id,labels,ladder,title,views
271,,481.0,umVtgGzTD2o,"[0, 1, 42, 189]","[{'160 - 256x144 (144p)': 111.782}, {'133 - 426x240 (240p)': 256.603}, {'134 - 640x360 (360p)': 607.676}, {'135 - 854x480 (480p)': 1124.627}, {'136 - 1280x720 (720p)': 2251.178}, {'137 - 1920x1080 (1080p)': 4216.912}]",Men of War: Assault Squad 2 - Star Wars Mod ~ Tatooine Ambush,9181.0
272,,306.0,GF2Dkbpyt2k,"[0, 1, 36, 81, 94, 147, 403]","[{'160 - 256x80 (144p)': 117.102}, {'133 - 426x134 (240p)': 258.571}, {'134 - 640x202 (360p)': 573.825}, {'135 - 854x270 (480p)': 1105.466}, {'136 - 1280x404 (720p)': 2086.119}, {'137 - 1920x608 (1080p)': 3704.73}, {'264 - 2276x720 (1080p)': 5188.964}]",COD Black Ops - Mew - Pokemon Emblems #10,14845.0
273,,191.0,GGKwgEcLXc4,"[275, 584, 3569]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 564.569}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}]",Newegg TV: Das Keyboard Professional - Soft Pressure Point Mechanical Keyboard Overview,21232.0
274,Teriyaki Boyz,174.0,X0RrVSEgUs4,[2129],"[{'160 - 192x144 (144p)': 125.263}, {'133 - 320x240 (240p)': 280.841}, {'134 - 480x360 (360p)': 609.69}, {'135 - 640x480 (480p)': 1121.057}]",Trackmania United Forever Stunt Montage 3 - Tokyo Drift,2839.0
275,,266.0,X6AEHikdFps,"[3, 154]","[{'160 - 192x144 (144p)': 112.9}, {'133 - 320x240 (240p)': 249.166}, {'134 - 480x360 (360p)': 614.68}, {'135 - 640x480 (480p)': 1119.508}]",Unidos Para Siempre -Tigres Cuautla-,10632.0
276,,266.0,Y-aUhIdcAtI,[25],"[{'160 - 192x144 (144p)': 112.9}, {'133 - 320x240 (240p)': 249.166}, {'134 - 480x360 (360p)': 614.68}, {'135 - 640x480 (480p)': 1119.508}]",Unidos Para Siempre -Tigres Cuautla-,10632.0
277,,129.0,2rtv_YIPOPQ,"[2, 30, 196, 3490]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 549.571}, {'135 - 640x480 (DASH video)': 1155.0}]",2003 honda shadow vt 600.MOV,1436.0
278,J. Cole,181.0,i0CELjSiiNM,"[0, 319]","[{'160 - 192x144 (144p)': 115.513}, {'133 - 320x240 (240p)': 294.313}, {'134 - 480x360 (360p)': 573.904}, {'135 - 640x480 (480p)': 1103.224}]",[Maplestory] Pro Scrolling,2652.0
279,Su Presencia,188.0,i0NXJooU0r8,"[28, 33, 38, 78, 86]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 307.747}, {'135 - 640x480 (DASH video)': 1155.0}]",EL CIELO EN LA TIERRA - SU PRESENCIA BAND -  DRUM COVER.wmv,1659.0
280,Within Temptation,183.0,i1Lu595WTDM,"[5, 618]","[{'160 - 192x144 (144p)': 111.966}, {'133 - 320x240 (240p)': 248.2}, {'134 - 480x360 (360p)': 514.649}, {'135 - 640x480 (480p)': 945.528}]",See Who I Am (Inuyasha Tribute),3497.0
281,Tha Eastsidaz,199.0,_Tp1FgUKDo8,[4],"[{'160 - 192x144 (DASH video)': 108.0}, {'134 - 480x360 (DASH video)': 226.062}, {'133 - 320x240 (DASH video)': 242.0}, {'135 - 640x480 (DASH video)': 1155.0}]","08 MIXTAPE EL PUTO COKE & DJ LIMBO ""DOBLE O NADA""",2377.0
282,,257.0,_Vto0pl3z7E,[301],"[{'160 - 256x144 (144p)': 111.149}, {'134 - 640x360 (360p)': 176.653}, {'133 - 426x240 (240p)': 250.236}, {'135 - 854x480 (480p)': 330.757}, {'136 - 1280x720 (720p)': 1088.249}]",Touhou Remix E.109 (Rock Instrumental)  A Flower-Studded Sake Dish on Mt Ooe,15546.0
283,,155.0,V9m-0Sie3dc,"[2, 7, 48, 177, 460, 1031]","[{'160 - 256x144 (144p)': 111.332}, {'133 - 426x240 (240p)': 246.36}, {'134 - 640x360 (360p)': 637.534}, {'135 - 854x480 (480p)': 1188.14}, {'136 - 1280x720 (720p)': 2387.636}, {'137 - 1920x1080 (1080p)': 4383.881}]",Arab Lamborghini Aventador Crazy Revving and Huge Acceleration,4451.0
284,Mt Eden,228.0,VGJ5NSksoSM,"[2, 17, 128, 129]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 620.982}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}]",Friends & Route,2636.0
285,,232.0,mF6cqdGAO_8,"[0, 1, 27]","[{'160 - 248x144 (DASH video)': 108.0}, {'133 - 412x240 (DASH video)': 242.0}, {'134 - 618x360 (DASH video)': 494.308}, {'135 - 826x480 (DASH video)': 1155.0}, {'136 - 1238x720 (DASH video)': 2310.0}]",Minecraft Jail Plugin [1.2.5],3498.0
286,Sabroso,229.0,UqkEan37SAw,"[3, 4]","[{'160 - 256x144 (144p)': 110.688}, {'133 - 426x240 (240p)': 248.666}, {'134 - 640x360 (360p)': 613.544}, {'135 - 854x480 (480p)': 1130.298}]",Que sera/SABROSO DVD Autentico,92873.0
287,,454.0,UuSMvv8-VVI,[100],"[{'160 - 256x144 (144p)': 111.537}, {'133 - 426x240 (240p)': 246.671}, {'134 - 640x360 (360p)': 607.601}, {'135 - 854x480 (480p)': 1111.078}, {'136 - 1280x720 (720p)': 2212.028}]","Lifestyle, Fashion & Trends - Bodybuilding Hosenkauf ft Big Luke & David",15074.0
288,,363.0,UwXLit-ynyg,"[133, 630, 1027]","[{'160 - 192x144 (144p)': 118.992}, {'133 - 320x240 (240p)': 248.66}]",Madtv - Reality Check w/ Trent Lott,159912.0
289,,121.0,UxwwTJ3dJM4,"[25, 264, 1813]","[{'160 - 192x144 (144p)': 115.639}, {'133 - 320x240 (240p)': 246.291}, {'134 - 480x360 (360p)': 319.907}, {'135 - 640x480 (480p)': 650.867}]",(Fake) Ace Combat movie trailer,9035.0
290,,430.0,F2eyy0yXcBM,"[191, 299, 985, 1159]","[{'160 - 256x144 (144p)': 115.834}, {'133 - 426x240 (240p)': 258.256}, {'134 - 640x360 (360p)': 621.425}, {'135 - 854x480 (480p)': 1127.822}, {'136 - 1280x720 (720p)': 2246.08}, {'137 - 1920x1080 (1080p)': 4158.911}]",IC Hotels Green Palace 5★ Hotel Antalya Turkey,35295.0
291,,149.0,hqbyc53DTSA,[12],"[{'160 - 256x144 (144p)': 112.503}, {'133 - 426x240 (240p)': 247.268}, {'134 - 640x360 (360p)': 642.488}, {'135 - 854x480 (480p)': 1183.058}, {'136 - 1280x720 (720p)': 2362.96}, {'137 - 1920x1080 (1080p)': 4398.142}]",Arminia´s Aufstieg 2015 - bielebeatz.tv #4,4645.0
292,,200.0,9yVpbxeQPF4,[14],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 612.857}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}]","Drunko & BatePesho - Chanti, Chanti (StudioBuster & Bore Productions)",7414.0
293,,218.0,-UTG4lYzSs4,"[261, 1400]","[{'160 - 256x144 (144p)': 115.118}, {'133 - 426x240 (240p)': 257.383}, {'134 - 640x360 (360p)': 476.465}, {'135 - 854x480 (480p)': 1109.097}]",Рита Мамун Обруч ЧЕ 2013,2199.0
294,,191.0,-U0TNeqWwiE,"[0, 1, 5, 69, 84, 476, 1935]","[{'160 - 192x144 (144p)': 112.446}, {'133 - 320x240 (240p)': 246.652}, {'134 - 480x360 (360p)': 612.886}, {'135 - 640x480 (480p)': 1116.289}]",Naruto Shippuden Accel 2 4th Hokage vs 2nd Hokage,20312.0
295,Rezwana Choudhuri Bannya,182.0,P33tLLSl79Q,"[6, 8]","[{'160 - 168x144 (144p)': 113.13}, {'133 - 282x240 (240p)': 251.508}, {'134 - 422x360 (360p)': 497.558}, {'135 - 562x480 (480p)': 983.797}]",Rabindra sangeet dance - Esho Shyamolo Sundoro,4627.0
296,,304.0,P4sMzVi4KmI,"[0, 1, 63, 1047]","[{'160 - 256x144 (144p)': 112.112}, {'133 - 426x240 (240p)': 251.015}, {'134 - 640x360 (360p)': 405.337}, {'135 - 854x480 (480p)': 721.009}, {'136 - 1280x720 (720p)': 1238.676}, {'137 - 1920x1080 (1080p)': 2157.856}]",NBA 2K13 My Team - A Splash of Gold Legends,350034.0
297,,143.0,P5n82VTqh-Y,"[4, 9, 10, 13, 623]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 604.969}, {'135 - 640x480 (DASH video)': 1155.0}]",Ironman - the Cosmic Kids,1505.0
298,,137.0,eTodjJe374c,"[154, 263]","[{'160 - 256x144 (144p)': 110.609}, {'133 - 426x240 (240p)': 245.457}, {'134 - 640x360 (360p)': 326.108}, {'135 - 854x480 (480p)': 598.546}, {'136 - 1280x720 (720p)': 1050.386}]","""Louisiana Blues""  Performed by Richard Noel",18967.0
299,,149.0,eTNLUlt4axw,"[2, 7, 197, 316, 756]","[{'160 - 244x144 (144p)': 113.182}, {'133 - 406x240 (240p)': 261.198}, {'134 - 608x360 (360p)': 606.624}, {'135 - 810x480 (480p)': 1114.059}]",2012 Volkswagen Beetle seen at Transporterfest,1043.0
300,,179.0,NPJ1KtKalHc,[225],"[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 419.397}, {'135 - 640x480 (DASH video)': 1155.0}]",Preity Zinta lashes out at the media at KXIP Jersey Launch,1802.0
301,,310.0,NPxocZxoMdM,"[3, 4, 6, 10]","[{'160 - 192x144 (144p)': 112.966}, {'133 - 320x240 (240p)': 248.166}, {'134 - 480x360 (360p)': 606.44}, {'135 - 640x480 (480p)': 1123.113}]",Paramore - Let The Flames Begin,72169.0
302,,200.0,7THEVEleRtw,"[13, 89]","[{'160 - 194x144 (144p)': 114.129}, {'133 - 322x240 (240p)': 246.839}]",Banda del Colegio Osorio Sandoval Guajitos Zona 21,1433.0
303,Riovolt,131.0,XHYS9_2xZvU,[846],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 604.588}, {'135 - 854x480 (DASH video)': 1155.0}]",Qigong Walking 8 / www.qigongonline.de,1393.0
304,Imagine Dragons,165.0,XJ_qgcCR48c,[14],"[{'160 - 256x144 (144p)': 116.083}, {'133 - 426x240 (240p)': 247.546}, {'134 - 640x360 (360p)': 626.398}, {'135 - 854x480 (480p)': 1144.779}, {'136 - 1280x720 (720p)': 2271.069}]",Looking For Angels,32236.0
305,,122.0,XJTXeNxorMU,"[2, 7]","[{'160 - 128x144 (144p)': 108.923}, {'133 - 214x240 (240p)': 246.462}, {'134 - 320x360 (360p)': 285.195}, {'135 - 426x480 (360p)': 636.868}, {'136 - 640x720 (720p)': 1445.011}, {'137 - 960x1080 (1080p)': 2741.044}, {'264 - 1280x1440 (1080p)': 7594.502}]",Cansonic 707 Duo Pro: ночная съемка,4980.0
306,,219.0,77Bcz0sVRTk,[3791],"[{'160 - 256x144 (144p)': 111.932}, {'133 - 426x240 (240p)': 255.303}, {'134 - 640x360 (360p)': 270.911}, {'135 - 854x480 (480p)': 566.761}, {'136 - 1280x720 (720p)': 1131.156}]",Game of Thrones S04E05 - Daenerys decides to stay in Meereen,19184.0
307,,145.0,az0CJE9qruc,"[15, 463]","[{'160 - 192x144 (144p)': 112.171}, {'133 - 320x240 (240p)': 250.034}]",How To Train Your Parrot To Talk & Sing - FREE Tips,40962.0
308,Mattafix,238.0,FZehSKjpxwY,"[15, 18, 67, 140, 1048, 1287]","[{'160 - 192x144 (144p)': 121.241}, {'133 - 320x240 (240p)': 266.752}, {'134 - 480x360 (360p)': 604.728}, {'135 - 640x480 (480p)': 1106.225}]",Zlatý retrivr  -Ben a Laura,5358.0
309,Mattafix,238.0,F_fXqFxBGEM,"[2, 305, 3255]","[{'160 - 192x144 (144p)': 121.241}, {'133 - 320x240 (240p)': 266.752}, {'134 - 480x360 (360p)': 604.728}, {'135 - 640x480 (480p)': 1106.225}]",Zlatý retrivr  -Ben a Laura,5358.0
310,,130.0,FE32U04To3Y,[8],"[{'160 - 192x144 (144p)': 112.418}, {'133 - 320x240 (240p)': 252.521}]",Latin Rhythms Student Performance,1579.0
311,,294.0,Esqqy5cSGpE,"[3, 4, 6]","[{'160 - 256x144 (144p)': 111.391}, {'133 - 320x180 (144p)': 248.217}]",ziplock真空〜enemy@4/16BAYJUNGLE,1295.0
312,,199.0,MADD4VoH1wQ,[943],"[{'160 - 256x144 (144p)': 104.003}, {'134 - 640x360 (360p)': 241.035}, {'133 - 426x240 (240p)': 274.064}, {'135 - 854x480 (480p)': 687.995}, {'136 - 1280x720 (720p)': 1239.899}]",Emulador de N64 para Android Motorola XT303,1824.0
313,,253.0,BMWOyjmoupI,"[9, 10, 37]","[{'160 - 192x144 (144p)': 115.231}, {'133 - 320x240 (240p)': 249.504}, {'134 - 480x360 (360p)': 383.103}, {'135 - 640x480 (480p)': 707.964}, {'136 - 960x720 (720p)': 1430.462}]",Talk to your daughter Cover HD - Robben Ford - David Percan,2259.0
314,,389.0,BNfz55j0fWw,"[179, 669, 2023]","[{'160 - 192x144 (144p)': 115.277}, {'133 - 320x240 (240p)': 266.89}, {'134 - 480x360 (360p)': 608.994}, {'135 - 640x480 (480p)': 1114.927}]",Gambarie - Diga sul Menta,2816.0
315,,361.0,PrsmkT50xog,"[0, 1, 35, 134]","[{'160 - 256x144 (144p)': 131.04}, {'133 - 426x240 (240p)': 258.119}, {'134 - 640x360 (360p)': 613.257}]",GTA San Andreas PL Misja 36 Wybierasz się do San Fierro?,21932.0
316,,177.0,A14r9QxI8Ss,[52],"[{'160 - 192x144 (144p)': 115.137}, {'133 - 320x240 (240p)': 254.528}]",Michael Redd: Nike Skills Academy,33054.0
317,,156.0,A7r8woZI17U,"[0, 12, 91]","[{'134 - 640x360 (360p)': 539.931}, {'136 - 1280x720 (720p)': 2241.814}]","Topaz Premyer Liqası, TOP-5 qol may",3137.0
318,,263.0,A8ZJs8AZmGg,"[5, 16]","[{'160 - 256x144 (144p)': 118.787}, {'133 - 426x240 (240p)': 248.863}, {'134 - 640x360 (360p)': 604.608}, {'135 - 854x480 (480p)': 1105.097}, {'136 - 1280x720 (720p)': 2077.915}]",⌠GGS⌡I'm Still Here MEP,17138.0
319,,149.0,uWUgEgQ3YAs,"[50, 65, 998]","[{'160 - 256x144 (144p)': 111.739}, {'133 - 426x240 (240p)': 247.892}, {'134 - 640x360 (360p)': 606.595}, {'135 - 854x480 (480p)': 1115.411}, {'136 - 1280x720 (720p)': 2223.161}]","Natural dreadlocks, 2.8 years from shaved head",1969.0
320,Hermitude,279.0,yukNfeu-p-4,"[291, 353, 1765]","[{'160 - 256x144 (144p)': 111.115}, {'133 - 426x240 (240p)': 249.495}, {'134 - 640x360 (360p)': 616.893}, {'135 - 854x480 (480p)': 1118.847}, {'136 - 1280x720 (720p)': 2247.322}]",ArborKiwi: A Little Oak removal showcasing some SRT tie in methods,2316.0
321,Method Man,226.0,z--EYJUp5H8,"[100, 161, 1455]","[{'160 - 256x144 (144p)': 118.32}, {'133 - 426x240 (240p)': 253.122}, {'134 - 640x360 (360p)': 606.711}]","Strength Expression, Part 2",1823.0
322,Lady Gaga,241.0,z3FNJKkkc6Q,"[4, 9, 10, 37]","[{'134 - 490x360 (360p)': 388.066}, {'135 - 654x480 (480p)': 893.41}]",Just Dance - Lady Gaga (guitar remix),5500.0
323,Studio Killers,183.0,x2YGrCPDWFo,"[1, 264, 924, 1479]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 607.558}, {'135 - 640x480 (DASH video)': 1155.0}, {'136 - 960x720 (DASH video)': 2310.0}, {'137 - 1440x1080 (DASH video)': 4331.25}, {'264 - 1440x1080 (DASH video)': 6599.392}]",Saints row 3: how to get to the secret genkibowl 7 island HD,1744.0
324,,475.0,x5IcUjAj2ro,"[50, 65, 493]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 611.555}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}]",♥ Custom Wig I made with hair from VirginHairFixx.com♥,8301.0
325,,434.0,cda1CwUfPas,"[15, 26, 194]","[{'160 - 192x144 (144p)': 111.961}, {'133 - 320x240 (240p)': 246.793}]",tuto: comment faire un coussin pour vos poupées,2209.0
326,Bobby Hebb,137.0,cem6T1dj5zQ,"[68, 72, 98]","[{'160 - 192x144 (144p)': 86.848}, {'133 - 320x240 (240p)': 220.357}, {'134 - 480x360 (360p)': 482.475}, {'135 - 640x480 (480p)': 869.625}]",LOCKED AND LOADED teaser,1051.0
327,Bobby Hebb,137.0,ceGkiyG_qRY,"[2, 30, 2581]","[{'160 - 192x144 (144p)': 86.848}, {'133 - 320x240 (240p)': 220.357}, {'134 - 480x360 (360p)': 482.475}, {'135 - 640x480 (480p)': 869.625}]",LOCKED AND LOADED teaser,1051.0
328,,232.0,cf3A8Y_I95k,"[3, 4, 9, 10]","[{'160 - 192x144 (144p)': 119.464}, {'133 - 320x240 (240p)': 248.206}]",เธอไม่เหมือนเดิม ★วงพิณ(-_-),8075.0
329,,189.0,ciaimZr4HRk,"[4, 13, 330, 585]","[{'160 - 192x144 (144p)': 115.305}, {'133 - 320x240 (240p)': 247.607}]","주님 내가 여기 있사오니 - David SH Choi, Trumpet & Clarinet Duet, in Saigon, Vietnam",3747.0
330,,154.0,hr5lJtoY5Fo,"[4, 9, 10, 37]","[{'160 - 256x144 (144p)': 110.046}, {'133 - 426x240 (240p)': 247.614}, {'134 - 640x360 (360p)': 605.987}, {'135 - 854x480 (480p)': 1112.004}, {'136 - 1280x720 (720p)': 2210.965}, {'137 - 1920x1080 (1080p)': 4135.242}]",Slash Bridge Pickup Demo (Classic Rock Version),127565.0
331,,120.0,KVabLJ7GnHA,"[0, 360, 2596, 2786]","[{'160 - 256x144 (144p)': 112.853}, {'133 - 426x240 (240p)': 246.782}, {'134 - 640x360 (360p)': 604.9}, {'135 - 854x480 (480p)': 1110.219}, {'136 - 1280x720 (720p)': 2223.25}, {'137 - 1920x1080 (1080p)': 4174.503}]",Men's Water Polo Semi-Final - HUN v AUS | London 2012 Olympics,11669.0
332,Taio Cruz,207.0,K_xkxAATh9s,"[2, 7, 64, 149, 593]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 601.102}, {'135 - 640x480 (DASH video)': 1155.0}]","Hilux Nervosa e Montana Revolution , Agora com Suspensão.",2153.0
333,,283.0,K_3gbuPQEOY,"[6, 8]","[{'160 - 192x144 (144p)': 111.445}, {'133 - 320x240 (240p)': 247.739}]",Fashion Show Round 4 - Evening Wear- Maitri 08 UH,2358.0
334,,268.0,8N-V8fgItQQ,"[0, 1, 245, 1047]","[{'160 - 256x144 (144p)': 118.354}, {'133 - 426x240 (240p)': 249.165}, {'134 - 640x360 (360p)': 610.306}, {'135 - 854x480 (480p)': 1119.88}, {'136 - 1280x720 (720p)': 2215.787}]",PS4 NBA 2K14 MyCAREER The Park: Don't You Dare Flop! PlayStation 4 Gameplay,12577.0
335,,136.0,6TNc19pePFY,"[19, 318]","[{'160 - 256x144 (144p)': 117.013}, {'133 - 426x240 (240p)': 252.838}, {'134 - 640x360 (360p)': 620.521}, {'135 - 854x480 (480p)': 1130.94}]",2012年 第5回カペラステークス（GIII）,3426.0
336,,384.0,6TT1cAzz1FY,"[0, 1, 42, 111]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 607.555}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'298 - 1280x720 (DASH video)': 3324.067}]",Gameplay Quinn and Valor Pentakill,4602.0
337,"Billy Conrad, Sam Keaton",384.0,6V-fkXARlgE,[2953],"[{'160 - 256x140 (144p)': 114.595}, {'133 - 426x234 (240p)': 258.736}, {'134 - 640x352 (360p)': 608.237}, {'135 - 854x470 (480p)': 1172.054}]",Better Management Practices (BMP) for sugarcane,12252.0
338,,136.0,6WxiibhnZlQ,"[11, 20]","[{'160 - 192x144 (144p)': 114.349}, {'133 - 320x240 (240p)': 246.015}]",Caffeine-Free Dandelion Iced Coffee by Luci Lock,10508.0
339,,135.0,6WXWdRjBwhc,[99],"[{'160 - 192x144 (144p)': 111.23}, {'133 - 320x240 (240p)': 248.955}]",Have Yourself A Merry Little Christmas,1216.0
340,,216.0,HGv6osKvjNU,"[53, 58, 214]","[{'160 - 256x144 (144p)': 117.667}, {'133 - 426x240 (240p)': 250.683}, {'134 - 640x360 (360p)': 604.779}, {'135 - 854x480 (480p)': 1105.867}, {'136 - 1280x720 (720p)': 2206.811}]",[바이크맥] 자전거 수령 후 자전거 조립 방법,37628.0
341,Sheryl Crow,305.0,HHeCLr3vi4E,"[3, 4]","[{'160 - 256x144 (144p)': 111.293}, {'133 - 426x240 (240p)': 281.0}, {'134 - 640x360 (360p)': 494.527}, {'135 - 854x480 (480p)': 865.093}, {'136 - 1280x720 (720p)': 1736.716}]",Sheryl Crow - Strong Enough (Miles From Memphis Live at the Pantages Theatre),63834.0
342,,128.0,HKTpJYPtibA,"[15, 18, 862]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 603.72}, {'135 - 640x480 (DASH video)': 1155.0}]",うさぎと廃墟と毒ガスと,1607.0
343,,424.0,RcrNBon--Wg,"[15, 555, 1225, 3765]","[{'160 - 256x144 (144p)': 111.27}, {'133 - 426x240 (240p)': 253.553}, {'134 - 640x360 (360p)': 615.746}, {'135 - 854x480 (480p)': 1126.627}, {'136 - 1280x720 (720p)': 2253.49}, {'137 - 1920x1080 (1080p)': 4202.796}]","FEEDING MY BABY SCORPIONS, SNAKES, snd LIZARDS",20615.0
344,,180.0,RhYTAALu1Zw,"[60, 398, 482]","[{'160 - 256x144 (144p)': 118.466}, {'133 - 426x240 (240p)': 248.27}, {'134 - 640x360 (360p)': 607.833}, {'135 - 854x480 (480p)': 1113.912}, {'136 - 1280x720 (720p)': 2226.353}]",Parapente SOL Synergy 5 por Ojovolador.com,5547.0
345,,478.0,RiFqT03aWMc,"[21, 23, 24, 115, 520, 1246]","[{'160 - 256x144 (144p)': 111.446}, {'133 - 426x240 (240p)': 254.358}, {'134 - 640x360 (360p)': 270.604}, {'135 - 854x480 (480p)': 571.668}, {'136 - 1280x720 (720p)': 1190.006}]","Galaxy S5 vs. GS5 mini - Design, Features, Specifications & More!",2084.0
346,,232.0,RjMbFWMT-S8,"[0, 12]","[{'160 - 256x144 (144p)': 111.943}, {'133 - 426x240 (240p)': 248.159}, {'134 - 640x360 (360p)': 614.762}, {'135 - 854x480 (480p)': 1109.155}, {'136 - 1280x720 (720p)': 2283.463}]",Samenvatting: Jong RKC-Jong Feyenoord/Excelsior,8472.0
347,,122.0,i5KYAZ-8EEU,"[2, 7, 267, 305, 3231]","[{'160 - 256x144 (144p)': 120.828}, {'133 - 426x240 (240p)': 252.424}, {'134 - 640x360 (360p)': 489.069}, {'135 - 854x480 (480p)': 981.741}, {'136 - 1280x720 (720p)': 2203.858}]",Авария 28 октября 2013 года Нива Шевроле vs Toyota Rav4,2604.0
348,Ricardo Robortella,268.0,i6SDbkvWd34,[8],"[{'160 - 256x144 (144p)': 113.972}, {'133 - 426x240 (240p)': 246.61}, {'134 - 640x360 (360p)': 609.187}, {'135 - 854x480 (480p)': 1118.738}, {'136 - 1280x720 (720p)': 2231.982}, {'137 - 1920x1080 (1080p)': 4145.138}]",Fernandinho Geração Eleita Coreografia,3012.0
349,,223.0,iAYJvNuGP-g,"[3, 4, 10, 13, 54]","[{'160 - 256x144 (144p)': 120.309}, {'133 - 426x240 (240p)': 249.195}, {'134 - 640x360 (360p)': 616.493}, {'135 - 854x480 (480p)': 1131.002}, {'136 - 1280x720 (720p)': 2250.029}]","Vais Partir (XX CELTA, 2013)",29230.0
350,Temposhark,228.0,ZXbuYrDp8fU,"[1, 5, 2330]","[{'160 - 192x144 (144p)': 116.721}, {'133 - 320x240 (240p)': 247.966}]",Not That Big: Clockwerk,4267.0
351,,163.0,0K-7AELvtHw,[2],"[{'160 - 256x144 (144p)': 109.389}, {'133 - 426x240 (240p)': 208.38}, {'134 - 640x360 (360p)': 529.803}, {'135 - 854x480 (480p)': 1014.522}, {'136 - 1280x720 (720p)': 1822.321}, {'137 - 1920x1080 (1080p)': 3080.76}]",Tank-ex 2014,5987.0
352,,279.0,GUqPmP3yDMw,"[9, 10, 37]","[{'160 - 192x144 (144p)': 107.247}, {'134 - 480x360 (360p)': 249.563}, {'133 - 320x240 (240p)': 249.794}, {'135 - 640x480 (480p)': 677.852}]","Hagstrom Viking DeLuxe 1973, Modal Jazz",18767.0
353,Five for Fighting,148.0,H35xcDB--SU,"[0, 486]","[{'160 - 216x144 (144p)': 128.29}, {'134 - 540x360 (360p)': 219.676}, {'133 - 360x240 (240p)': 265.654}, {'135 - 720x480 (480p)': 459.33}]",Dofus Hooked 192 int iop vs Imblodded str 199 iop fight 2,12253.0
354,,168.0,abmfl9DUi_A,[61],"[{'134 - 640x360 (DASH video)': 102.828}, {'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}]",MC Hollywood e MC Guilherminho - Embrazamento da Sarrada (DJ Danzin SP) Lançamento 2015,1709.0
355,Wu-Tang Clan,267.0,dfggzt8IoI8,"[231, 491]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 610.926}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}]",Shawnee Mountain Edit 2012,1244.0
356,,238.0,nOplNtt4f5c,"[3, 4]","[{'160 - 256x144 (144p)': 100.403}, {'133 - 426x240 (240p)': 275.445}, {'134 - 640x360 (360p)': 494.184}, {'135 - 854x480 (480p)': 1123.922}, {'136 - 1280x720 (720p)': 2243.426}]",Taylor Swift ft Ed Sheeran - Everything Has Changed 5/25/13 Dallas Cowboy Stadium Red Tour,6134.0
357,,494.0,nPkW9eweDDk,"[11, 20, 22, 32, 100]","[{'160 - 192x144 (144p)': 115.064}, {'133 - 320x240 (240p)': 248.083}, {'134 - 480x360 (360p)': 604.732}, {'135 - 640x480 (480p)': 1116.307}]",Bodybuilding Meal Plan.,12726.0
358,Cascada,264.0,sW0cJlALnXs,"[0, 1, 35, 134]","[{'160 - 180x144 (144p)': 113.729}, {'133 - 300x240 (240p)': 250.724}, {'134 - 450x360 (360p)': 608.659}, {'135 - 600x480 (480p)': 1112.287}]",GTA SAMP - Free Running Story 2.25 [CZECH],1728.0
