,creator,duration,id,labels,ladder,title,views
226,,422.0,8fh2C5BK5Zc,[284],"[{'160 - 256x144 (144p)': 111.491}, {'133 - 426x240 (240p)': 249.801}, {'134 - 640x360 (360p)': 609.309}, {'135 - 854x480 (480p)': 1115.528}, {'136 - 1280x720 (720p)': 2227.189}]",МШ купается в феврале с GoPro,203739.0
227,Labrinth feat. Busta Rhymes,255.0,8gRI58slelM,"[231, 491]","[{'160 - 192x144 (144p)': 116.59}, {'133 - 320x240 (240p)': 248.744}, {'134 - 480x360 (360p)': 608.984}, {'135 - 640x480 (480p)': 1109.325}, {'136 - 960x720 (720p)': 2206.515}, {'137 - 1440x1080 (1080p)': 4127.486}]",Riley Anderson snowboarding sponsor me 2012,1172.0
228,,274.0,8jrqGJG6JtU,[3],"[{'160 - 82x144 (144p)': 113.365}, {'133 - 136x240 (144p)': 249.176}, {'134 - 202x360 (240p)': 420.555}, {'135 - 270x480 (240p)': 778.2}, {'136 - 406x720 (360p)': 1398.091}, {'137 - 608x1080 (480p)': 2404.916}]",E-Lake festival 2011 Renaldo Speller,1646.0
229,,145.0,zF1kYasewoc,[12],"[{'160 - 256x144 (144p)': 111.542}, {'133 - 426x240 (240p)': 247.694}, {'134 - 640x360 (360p)': 605.054}]",Vidic: Leader Of Men | Southampton 1-1 Manchester United | FANCAM,8284.0
230,,134.0,zFaceRV_wo4,"[11, 29, 32, 692, 3484]","[{'160 - 256x144 (144p)': 116.61}, {'133 - 426x240 (240p)': 247.136}, {'134 - 640x360 (360p)': 610.47}, {'135 - 854x480 (480p)': 1114.921}, {'136 - 1280x720 (720p)': 2231.347}, {'137 - 1920x1080 (1080p)': 4196.612}]",マルちゃん 富士宮やきそば,1847.0
231,,132.0,zIlgcI8ays4,"[0, 12]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 497.105}, {'135 - 640x480 (DASH video)': 1155.0}]",Topradio DreamTeam vs. ZVC Calicannes,1163.0
232,,413.0,zOpFnBqyNBE,[1253],"[{'160 - 192x144 (144p)': 115.601}, {'133 - 320x240 (240p)': 275.575}]",Video aula matemática,36966.0
233,,230.0,JMIjQWwgWMQ,"[0, 52, 125]","[{'160 - 256x144 (144p)': 115.022}, {'133 - 426x240 (240p)': 247.156}, {'134 - 640x360 (360p)': 604.429}, {'135 - 854x480 (480p)': 1107.983}, {'136 - 1280x720 (720p)': 2220.75}]",Murphy 5'9 Dunk Contest,1148.0
234,,135.0,Kl2kfbdcwAY,"[66, 332, 521]","[{'160 - 192x144 (144p)': 112.497}, {'133 - 320x240 (240p)': 247.264}]",Givenchy SS Haute Couture 2008,7441.0
235,,171.0,KlTglAvniAs,[14],"[{'160 - 256x144 (144p)': 112.188}, {'133 - 426x240 (240p)': 247.36}, {'134 - 640x360 (360p)': 609.606}, {'135 - 854x480 (480p)': 1153.977}, {'136 - 1280x720 (720p)': 2248.851}]",Flxtch! - High Stakes,30235.0
236,,290.0,DcKdyyF732c,[0],"[{'160 - 200x144 (144p)': 119.384}, {'133 - 334x240 (240p)': 282.968}, {'134 - 502x360 (360p)': 351.044}, {'135 - 670x480 (480p)': 669.774}]",putte96 fuskar lite i blipville xD,1794.0
237,,323.0,5FAD8Qr2Piw,"[133, 630]","[{'160 - 192x144 (144p)': 112.034}, {'133 - 320x240 (240p)': 252.961}, {'134 - 480x360 (360p)': 457.291}]",Senario - Lelong  part 1 (30/3/2010) part 3/3,43932.0
238,,422.0,5LPdpfKBtgY,"[39, 66]","[{'160 - 256x144 (144p)': 112.319}, {'133 - 426x240 (240p)': 251.694}, {'134 - 640x360 (360p)': 605.044}, {'135 - 854x480 (480p)': 1109.509}, {'136 - 1280x720 (720p)': 2207.864}]",makeup routine for teenagers || makeup routine for school 2015,6653.0
239,,364.0,G1Evll6UtdU,"[11, 572, 829, 2205]","[{'160 - 196x144 (144p)': 111.965}, {'133 - 328x240 (240p)': 257.755}, {'134 - 492x360 (360p)': 604.7}, {'135 - 656x480 (480p)': 1110.505}]",Sauce Samourai.com retourne le salon du sandwich,3053.0
240,,216.0,oZAX6cN7erM,"[0, 1, 193, 2999]","[{'160 - 192x144 (144p)': 113.522}, {'133 - 320x240 (240p)': 265.143}, {'134 - 480x360 (360p)': 515.323}, {'135 - 640x480 (480p)': 933.901}, {'136 - 960x720 (720p)': 1803.339}]",yosiruto自習室オレカバトル「義賊ゴエモン」に挑戦！,13959.0
241,,210.0,o_3V4tAUDms,[3],"[{'160 - 192x144 (144p)': 112.238}, {'133 - 320x240 (240p)': 247.595}]","Gravação DVD Mumuzinho 28/03/2013 ""UTOPIA'' A seringueira",1066.0
242,,131.0,s4yC56OU4Eo,"[2, 7, 1282]","[{'160 - 192x144 (144p)': 112.256}, {'133 - 320x240 (240p)': 265.872}, {'134 - 480x360 (360p)': 395.973}, {'135 - 640x480 (480p)': 1123.106}]",Gol AB9 1.6 - Clase 3 Galvez,2388.0
243,,169.0,DwkBc2Dnk-k,"[2, 7]","[{'160 - 256x144 (144p)': 111.963}, {'133 - 426x240 (240p)': 248.433}, {'134 - 640x360 (360p)': 605.942}, {'135 - 854x480 (480p)': 1113.104}, {'136 - 1280x720 (720p)': 2223.294}]",grand prix flexin,2104.0
244,,199.0,TeVrbIwNTgg,[146],"[{'160 - 256x144 (144p)': 114.859}, {'133 - 426x240 (240p)': 268.972}, {'134 - 640x360 (360p)': 308.475}, {'135 - 854x480 (480p)': 547.388}, {'136 - 1280x720 (720p)': 1278.19}]",Photoshop for Everybody: ретро эффект,7544.0
245,Imagine Dragons,176.0,TlEcFooc3Kk,"[0, 70, 125]","[{'160 - 256x144 (144p)': 110.468}, {'133 - 426x240 (240p)': 248.308}, {'134 - 640x360 (360p)': 615.517}, {'135 - 854x480 (480p)': 1125.325}, {'136 - 1280x720 (720p)': 2229.212}]",LeBron James Mix,13854.0
246,,200.0,EefwsCYfV5o,"[4, 13, 41]","[{'160 - 192x144 (144p)': 112.877}, {'133 - 320x240 (240p)': 249.545}, {'134 - 480x360 (360p)': 444.731}, {'135 - 640x480 (480p)': 843.404}]",Тихо погас в ночи закат,6589.0
247,,175.0,G9gkSOU3szw,"[0, 92, 110]","[{'160 - 192x144 (144p)': 115.836}, {'133 - 320x240 (240p)': 249.134}]",Vitali Klitschko vs Samuel Peter R1,9641.0
248,,435.0,nBPFZIcEXR8,"[2, 17, 172]","[{'160 - 192x144 (144p)': 119.432}, {'133 - 320x240 (240p)': 259.739}, {'134 - 480x360 (360p)': 321.078}, {'135 - 640x480 (480p)': 728.229}]",استعراض غمارة محمد السهلي يابري حالي,9239.0
249,,125.0,JcZO-Rb-rmU,[25],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 476.133}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}]",trailer protocolo43,1696.0
250,,330.0,JldCuRc2Ygg,"[0, 1, 5, 150, 809, 1270]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 608.452}, {'135 - 640x480 (DASH video)': 1155.0}]",Sonic Advance 3 No Emerald Walkthrough Part 14 (Finale),9050.0
251,,128.0,9UVE3QwZ3Pk,"[11, 20, 22, 29, 32, 122, 1489]","[{'160 - 180x144 (144p)': 113.656}, {'133 - 300x240 (240p)': 250.316}]","Recette de ravioles et foie gras à l'huile de truffe blanche, bouillon de volaille",37928.0
252,,358.0,Hxc6Q8VU4tk,"[21, 23, 24, 115, 1160]","[{'160 - 256x144 (144p)': 122.351}, {'133 - 426x240 (240p)': 251.6}, {'134 - 640x360 (360p)': 611.035}]",Обзор Samsung Galaxy S 2,19699.0
253,,490.0,HyOScTt4SK8,"[21, 23, 24, 115, 520, 651, 1705]","[{'160 - 256x144 (144p)': 113.595}, {'133 - 426x240 (240p)': 247.729}, {'134 - 640x360 (360p)': 430.072}, {'135 - 854x480 (480p)': 1028.979}, {'136 - 1280x720 (720p)': 1580.467}]",Full Dual Boot on Samsung Galaxy Note Samsung ICS Rom and CM9 Paranoid Android,3493.0
254,,349.0,I00iBuAR9pc,"[0, 1, 105, 488, 2123, 3240]","[{'160 - 256x144 (144p)': 114.832}, {'133 - 426x240 (240p)': 250.117}, {'134 - 640x360 (360p)': 551.21}, {'135 - 854x480 (480p)': 1018.09}, {'136 - 1280x720 (720p)': 2074.491}]","Crash Course in Trials Evolution - Hills, Hops, Hooks and...",14925.0
255,,122.0,I2MJv5YnReA,"[0, 12]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 611.714}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}]",SC Cambuur - FC Zwolle,2867.0
256,,278.0,I4Fh2bOiLb0,"[3, 6, 13, 38]","[{'160 - 256x144 (144p)': 117.06}, {'133 - 426x240 (240p)': 246.654}, {'134 - 640x360 (360p)': 573.891}, {'135 - 854x480 (480p)': 1107.286}, {'136 - 1280x720 (720p)': 2238.734}, {'137 - 1920x1080 (1080p)': 4428.16}, {'264 - 1920x1080 (1080p)': 4505.385}]","THE THRILL IS GONE by MEMPHIS SOUNDS, the B.B. King Blues Club Band",1200.0
257,,279.0,Ho2I_o060jw,"[2, 45, 51, 56]","[{'160 - 256x144 (144p)': 111.948}, {'133 - 426x240 (240p)': 257.334}, {'134 - 640x360 (360p)': 640.52}]",ZEFIRO - The Fastest Way to Save the Planet,35751.0
258,,157.0,Kx1iBhR4FZg,[12],"[{'160 - 256x144 (144p)': 112.427}, {'133 - 426x240 (240p)': 246.823}, {'134 - 640x360 (360p)': 641.393}, {'135 - 854x480 (480p)': 1201.068}]",Inter 3 x 2 Pelotas - Camias Vermelha- Gauchão 2010 - Guarda Popular Colorada,6242.0
259,,133.0,QoKcZ4auRRA,[3],"[{'160 - 192x144 (144p)': 111.548}, {'133 - 320x240 (240p)': 250.293}, {'134 - 480x360 (360p)': 614.105}, {'135 - 640x480 (480p)': 1123.187}]","One Time - Justin Bieber Live MY WORLD TOUR OPENING NIGHT HARTFORD, CT 6/23/10 HD",130341.0
260,,156.0,CT3gq1MA-PA,[5],"[{'160 - 192x144 (144p)': 118.343}, {'133 - 320x240 (240p)': 261.481}, {'134 - 480x360 (360p)': 473.109}, {'135 - 640x480 (480p)': 917.635}]",Feuerwehr Comic Bilder xD,9793.0
261,Red Hot Chili Peppers,182.0,SKOZo-83tsU,"[0, 12, 79, 91]","[{'160 - 256x142 (144p)': 114.226}, {'133 - 426x236 (240p)': 255.034}, {'134 - 640x356 (360p)': 606.841}]",Austin Roark #7 - Deer Park High School Varsity Soccer - Preseason and LaPorte vs. Deer Park - 2010,2128.0
262,,163.0,1xe_kCh26BQ,"[3, 4, 13, 54, 168, 330, 565]","[{'160 - 256x144 (144p)': 113.358}, {'133 - 426x240 (240p)': 250.927}, {'134 - 640x360 (360p)': 562.398}, {'135 - 854x480 (480p)': 1103.453}]",mirage jazz orchestra,5814.0
263,,234.0,OFLI1MmOHOk,"[2, 30, 940, 1166, 1974]","[{'160 - 256x144 (144p)': 113.732}, {'133 - 426x240 (240p)': 252.62}, {'134 - 640x360 (360p)': 552.928}, {'135 - 854x480 (480p)': 991.493}, {'136 - 1280x720 (720p)': 1682.25}, {'137 - 1920x1080 (1080p)': 2493.689}]",New Kawasaki Ninja 250SL MY15 - Official Video,149523.0
264,,189.0,X2UJQ_UrPW4,"[21, 23, 24, 288, 1245]","[{'160 - 256x144 (144p)': 114.269}, {'133 - 426x240 (240p)': 248.166}, {'134 - 640x360 (360p)': 603.562}]",Using iPods in Our Classroom for the First Time,2675.0
265,,202.0,X6-vIU572w0,"[1, 203]","[{'160 - 192x144 (144p)': 116.779}, {'133 - 320x240 (240p)': 261.228}]",Tatsunoko vs Capcom-Oni Soki's theme,32596.0
266,,484.0,X7H7Y0sL7s4,"[0, 1, 93, 102]","[{'160 - 256x144 (144p)': 112.68}, {'133 - 426x240 (240p)': 254.772}, {'134 - 640x360 (360p)': 608.927}, {'135 - 854x480 (480p)': 1115.158}, {'136 - 1280x720 (720p)': 2241.374}, {'137 - 1920x1080 (1080p)': 4339.388}]",как пройти Каражан от Зелёного вредителя,1968.0
267,,476.0,XuXLd_rc6MU,"[0, 1, 1873]","[{'160 - 194x144 (144p)': 114.653}, {'133 - 322x240 (240p)': 251.131}]",LP Marvel Ultimate Alliance 2 Part 14,1458.0
268,,362.0,xL397E2Jpcg,"[4, 9, 10, 34]","[{'160 - 192x144 (144p)': 84.124}, {'133 - 320x240 (240p)': 185.411}, {'134 - 480x360 (360p)': 347.896}, {'135 - 640x480 (480p)': 652.74}]",LAURNDO ALMEIDA with THE MODERN JAZZ QUARTET  One Note Samba (1964),24097.0
269,,135.0,KmsaAgY_22I,"[275, 584, 3569]","[{'160 - 192x144 (144p)': 111.294}, {'133 - 320x240 (240p)': 246.901}]",Introduction : The spec of Realforce,13027.0
270,,381.0,_TFqMuDpT5Y,"[2, 43, 60, 76, 549]","[{'160 - 192x144 (144p)': 111.622}, {'133 - 320x240 (240p)': 247.19}]","Striped Bass ""Double Double"" on Lake Lanier",1757.0
271,Dave Barker & Ansel Collins,286.0,_Vxrgnz6VNc,"[2, 30, 280, 1178]","[{'160 - 192x144 (144p)': 112.54}, {'133 - 320x240 (240p)': 251.274}]",Scarborough National Scooter Rally 2011,3508.0
272,,123.0,CnkxvksoSVM,"[0, 1, 193, 649]","[{'160 - 192x144 (144p)': 115.761}, {'133 - 320x240 (240p)': 251.972}]",kof xi,1041.0
273,blink-182,165.0,V9qC4lBKbUw,"[2, 30]","[{'160 - 192x144 (144p)': 118.705}, {'133 - 320x240 (240p)': 247.742}, {'134 - 480x360 (360p)': 278.144}, {'135 - 640x480 (480p)': 542.385}]",FIRST DIRT BIKE (2001 YAMAHA TTR-125 ) FOR SALE THIS IS OLD PICS PUT ON NEW ONES,18983.0
274,,136.0,VEWQx7COKsk,"[451, 717]","[{'160 - 256x144 (144p)': 113.273}, {'133 - 426x240 (240p)': 249.767}, {'134 - 640x360 (360p)': 659.455}, {'135 - 854x480 (480p)': 1304.808}, {'136 - 1280x720 (720p)': 2248.087}, {'137 - 1920x1080 (1080p)': 4142.697}, {'264 - 1920x1080 (1080p)': 5506.407}]",UFO Finland 2011,1098.0
275,George Baker Selection,231.0,VFGVwnAvH1Q,[210],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 610.819}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2234.336}, {'137 - 1920x1080 (DASH video)': 4184.166}]",Arcane Freerun -  The Beginning,2347.0
276,Casey Abrams,362.0,m9O8SelAhmY,"[0, 27]","[{'160 - 256x144 (144p)': 111.193}, {'133 - 426x240 (240p)': 271.576}, {'134 - 640x360 (360p)': 607.768}, {'135 - 854x480 (480p)': 1125.761}, {'136 - 1280x720 (720p)': 2222.497}]",World Edit - Como Fazer Montanhas E Cavernas,2797.0
277,,239.0,mCoZxgSitZo,"[2, 7, 48, 469, 878, 1394, 1692]","[{'160 - 256x144 (144p)': 113.753}, {'133 - 426x240 (240p)': 245.683}, {'134 - 640x360 (360p)': 608.043}, {'135 - 854x480 (480p)': 1116.401}, {'136 - 1280x720 (720p)': 2227.072}]",スバルBRZコンセプトSTI_難波さんインタビュー,29758.0
278,,170.0,mDKNq60kLXU,"[0, 1, 5, 581]","[{'160 - 192x144 (144p)': 110.865}, {'133 - 320x240 (240p)': 251.172}, {'134 - 480x360 (360p)': 582.924}, {'135 - 640x480 (480p)': 1071.448}, {'136 - 960x720 (720p)': 1873.846}]",Monster Legends - Gold Dungeon,29111.0
279,,150.0,mDhtXaFT5lY,"[2, 7, 171, 979]","[{'134 - 640x360 (360p)': 344.525}, {'136 - 1280x720 (720p)': 1377.795}]",Introducing the Lexus LF-Gh Hybrid Concept Car,10054.0
280,Bonobo,294.0,mDXBk51O_A4,[8],"[{'160 - 256x144 (144p)': 115.256}, {'133 - 426x240 (240p)': 253.019}, {'134 - 640x360 (360p)': 547.847}, {'135 - 854x480 (480p)': 1106.34}, {'136 - 1280x720 (720p)': 2200.868}]",TECHNIQUE DU SOL STEVEN VALADE ET STEPHANE LAVALLEE,5391.0
281,,364.0,mEASp1aRIgo,[3],"[{'160 - 180x144 (DASH video)': 108.0}, {'133 - 300x240 (DASH video)': 242.0}, {'134 - 450x360 (DASH video)': 604.082}, {'135 - 600x480 (DASH video)': 1155.0}]",Syed Muqaddas Ali - Last episode of first group. LG Awaaz Banaey Star,4329.0
282,,308.0,Us9rZLTbQXc,[3],"[{'160 - 192x144 (144p)': 115.658}, {'133 - 320x240 (240p)': 251.339}]",La Academia 3 - Concierto VI - Martín - ¿Y Cómo Es Èl?,7447.0
283,,308.0,UxSuZ_xQGyI,[6],"[{'160 - 192x144 (144p)': 115.658}, {'133 - 320x240 (240p)': 251.339}]",La Academia 3 - Concierto VI - Martín - ¿Y Cómo Es Èl?,7447.0
284,Yiruma,156.0,F2UWPa80Ark,"[71, 238, 1640]","[{'160 - 192x144 (144p)': 111.49}, {'133 - 320x240 (240p)': 250.145}, {'134 - 482x360 (360p)': 421.287}, {'135 - 642x480 (480p)': 813.783}, {'136 - 962x720 (720p)': 1430.451}, {'137 - 1444x1080 (1080p)': 2866.076}]",Underwater pre wedding photoshoot,16165.0
285,,225.0,eSluPXA93ZQ,"[2, 44, 46, 64, 113, 119]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 604.222}, {'135 - 640x480 (DASH video)': 1155.0}]",Wolfgang's H&M racing Miss Candace. .dv,1328.0
286,,235.0,NP2E6Of_UZw,[9],"[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 288.502}, {'135 - 640x480 (DASH video)': 1155.0}]",Megadeth - Black Swan cover guitar,1827.0
287,,313.0,eBj1CEtmyvw,"[50, 65, 256, 927]","[{'160 - 256x144 (144p)': 111.296}, {'133 - 426x240 (240p)': 246.81}, {'134 - 640x360 (360p)': 604.509}, {'135 - 854x480 (480p)': 1115.148}, {'136 - 1280x720 (720p)': 2211.649}, {'137 - 1920x1080 (1080p)': 4147.214}]",♡ Marley Twists | Natural Hair Protective Style ♡,9383.0
288,,229.0,XH7hrF64Cvw,"[2, 7, 95, 116, 135, 2902]","[{'160 - 254x144 (144p)': 119.261}, {'133 - 424x240 (240p)': 246.766}]",Touareg off road,1203.0
289,Toshi Reagon,324.0,XJCy10YJk18,"[15, 18, 87]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 314.698}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}]",BAMBINO VÅREN OCH SOMMAREN 2011,1175.0
290,Nintendo,175.0,XKOkZdolWYY,"[5, 1033]","[{'160 - 256x144 (144p)': 124.347}, {'133 - 426x240 (240p)': 245.586}, {'134 - 640x360 (360p)': 302.494}]",Paint Roller Theme,7581.0
291,,251.0,77RVyGJ1gbk,"[3, 4, 13, 41]","[{'160 - 256x140 (144p)': 115.254}, {'133 - 426x234 (240p)': 246.384}, {'134 - 640x352 (360p)': 462.986}]",The Colors of My Life - Barnum,14706.0
292,,291.0,79QaWKA76wM,"[11, 29, 32, 368, 813, 2206, 3608]","[{'160 - 256x144 (144p)': 115.414}, {'133 - 426x240 (240p)': 255.721}, {'134 - 640x360 (360p)': 283.765}, {'135 - 854x480 (480p)': 556.352}, {'136 - 1280x720 (720p)': 1366.834}]",Triple Chili CHEESE AND BACON Burger Challenge!!,33461.0
293,,132.0,7AG60s65IKs,"[2, 7, 361, 2306]","[{'160 - 256x108 (DASH video)': 108.0}, {'133 - 426x182 (DASH video)': 242.0}, {'134 - 640x272 (DASH video)': 602.443}, {'135 - 854x362 (DASH video)': 1155.0}, {'136 - 1280x544 (DASH video)': 2310.0}, {'137 - 1920x816 (DASH video)': 4331.25}]","World premiere of Limmet ""Drifteam"" BMW 1-series.",9122.0
294,,148.0,b-iaq_-fBgQ,"[0, 1, 5, 69, 84, 169, 476, 1129, 1967]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 617.795}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'298 - 1280x720 (DASH video)': 3313.731}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'299 - 1920x1080 (DASH video)': 5515.526}]",2012-06-23 火影忍者 疾風傳：終極風暴世代 玩家獎盃戰 第一輪 Part 6,1269.0
295,,312.0,b-h1qt3pJMs,[1354],"[{'160 - 256x144 (144p)': 121.888}, {'133 - 426x240 (240p)': 254.889}, {'134 - 640x360 (360p)': 269.09}, {'135 - 854x480 (480p)': 594.734}, {'136 - 1280x720 (720p)': 1116.98}]",Richard Armitage - The Hobbit: The Desolation of Smaug Interview HD,4085.0
296,,374.0,b-wFAP6scEM,[932],"[{'160 - 256x144 (144p)': 116.441}, {'133 - 426x240 (240p)': 249.229}, {'134 - 640x360 (360p)': 608.358}, {'135 - 854x480 (480p)': 1112.015}, {'136 - 1280x720 (720p)': 2220.702}]",FRANCE GOLD BİO-COLLAGEN EYE MASK,7717.0
297,,128.0,FZaf07BQX0o,"[15, 18, 59, 178, 773, 805, 1661]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 605.351}, {'135 - 640x480 (DASH video)': 1155.0}]",70 GALLON RIMLESS REEF,1519.0
298,,177.0,F_-pgvmf23I,"[50, 65]","[{'160 - 192x144 (144p)': 113.662}, {'133 - 320x240 (240p)': 248.67}, {'134 - 480x360 (360p)': 335.937}, {'135 - 640x480 (480p)': 808.324}]",Ginger Gets a Haircut,5137.0
299,,458.0,FbjILxtHj5E,[8],"[{'160 - 256x144 (144p)': 117.092}, {'133 - 426x240 (240p)': 248.474}, {'134 - 640x360 (360p)': 617.734}, {'135 - 854x480 (480p)': 1116.975}]",Auroville School Student Dance 1,1365.0
300,,216.0,Khqe0Eji_2M,"[0, 12]","[{'160 - 180x144 (144p)': 112.936}, {'133 - 300x240 (240p)': 250.142}]",SC St. Valentin vs Pabneukirchen,1951.0
301,,150.0,FFR0jFXWWtE,"[11, 22, 1576]","[{'160 - 192x144 (144p)': 114.568}, {'133 - 320x240 (240p)': 248.761}, {'134 - 480x360 (360p)': 609.792}, {'135 - 640x480 (480p)': 1116.524}]",How to clean Blue Claw Crab,10539.0
302,,228.0,EiU2HXPGUFY,[3],"[{'160 - 192x144 (144p)': 119.8}, {'133 - 320x240 (240p)': 249.465}, {'134 - 480x360 (360p)': 463.082}, {'135 - 640x480 (480p)': 1107.94}]","RBD, beso en Atlanta",31883.0
303,,198.0,Ejbr0Uqhxfo,"[88, 364]","[{'160 - 256x144 (144p)': 118.26}, {'133 - 426x240 (240p)': 273.532}, {'134 - 640x360 (360p)': 443.19}, {'135 - 854x480 (480p)': 825.409}, {'136 - 1280x720 (720p)': 1417.294}, {'137 - 1920x1080 (1080p)': 2103.315}]","La tua casa in classe A. Spazio da vivere , Vendita case al mare nelle Marche",10269.0
304,,153.0,Ek26mBMclVQ,"[3, 4, 6]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 606.331}, {'135 - 640x480 (DASH video)': 1155.0}]","George Strait Entrance, part of Twang, Austin January 14,2011",1708.0
305,Roberto Carlos,240.0,EkB8wJnxw9Y,[780],"[{'160 - 192x144 (144p)': 112.675}, {'133 - 320x240 (240p)': 248.868}, {'134 - 480x360 (360p)': 522.188}, {'135 - 640x480 (480p)': 998.56}]",GRUAS SEGOVIA Y CAMION CHILENO,8597.0
306,Gregorian,260.0,ElYMKkIVbYk,[1105],"[{'160 - 256x144 (144p)': 111.735}, {'133 - 426x240 (240p)': 250.006}, {'134 - 640x360 (360p)': 442.648}, {'135 - 854x480 (480p)': 858.227}, {'136 - 1280x720 (720p)': 1612.675}]",Новинка сезона ! Хит продаж - Кольцо Всевластия из вольфрама!,1879.0
307,,279.0,ElZDqSnqCfM,[14],"[{'160 - 192x144 (144p)': 115.361}, {'133 - 320x240 (240p)': 247.874}, {'134 - 480x360 (360p)': 604.139}, {'135 - 640x480 (480p)': 1105.899}]",LUTAN FYAH- 18 AND OVER,17900.0
308,,222.0,EmNbYNKlOEw,"[3, 13, 41]","[{'160 - 256x144 (144p)': 111.691}, {'133 - 426x240 (240p)': 246.536}, {'134 - 640x360 (360p)': 301.348}, {'135 - 854x480 (480p)': 639.084}, {'136 - 1280x720 (720p)': 1285.897}, {'137 - 1920x1080 (1080p)': 2484.739}]","Zespół Muzyczny Effatha - ""Pan mnie strzeże""",2485.0
309,,213.0,MDFekOpmsq4,[310],"[{'160 - 192x144 (144p)': 112.18}, {'133 - 320x240 (240p)': 249.635}, {'134 - 480x360 (360p)': 1080.544}, {'135 - 640x480 (480p)': 1113.361}]",Les feux d'artifice 2009 de Taipei 101,2322.0
310,,195.0,IQj6eumXl0c,"[4, 9, 28, 33, 38]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 644.514}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}]",One (or six) Man Band-Music Video with Six Jakes,1307.0
311,,195.0,Tzv0tw1hJ5s,"[6, 8]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 644.514}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}]",One (or six) Man Band-Music Video with Six Jakes,1307.0
312,Supermax,290.0,U--5vtBmh7w,"[2, 544]","[{'160 - 256x144 (144p)': 112.928}, {'133 - 426x240 (240p)': 250.49}, {'134 - 640x360 (360p)': 645.553}, {'135 - 854x480 (480p)': 1304.975}, {'136 - 1280x720 (720p)': 2552.151}, {'137 - 1920x1080 (1080p)': 4516.678}]",DINGO 150,5620.0
313,,251.0,U1kSdFTL3BY,"[11, 20, 22, 32, 250, 1725]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 492.735}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}]",Jello Pudding Review,1820.0
314,,344.0,BQxTjHLKmY0,"[0, 1, 35]","[{'160 - 230x144 (144p)': 115.831}, {'133 - 384x240 (240p)': 247.086}]",GUN Side Missions 14 Hunting 2,5157.0
315,,219.0,PlTPI78JFJo,[14],"[{'160 - 256x144 (144p)': 111.425}, {'133 - 426x240 (240p)': 249.137}, {'134 - 640x360 (360p)': 619.467}, {'135 - 854x480 (480p)': 1124.889}, {'136 - 1280x720 (720p)': 2288.593}, {'137 - 1920x1080 (1080p)': 4128.848}, {'264 - 1920x1080 (1080p)': 5913.721}]",Andy Suzuki & The Method - Keep Me Running (Official Video),9295.0
